7,0.42857142857142855,0.5714285714285714,693792000,-1
3,0.0,0.0,693792000,-1
10,0.3,0.4,189216000,-1
4,0.5,0.5,725328000,-1
3,0.0,0.0,693792000,-1
3,0.0,0.0,725328000,-1
6,0.5,0.5,536112000,-1
5,0.8,0.2,315360000,-1
8,0.625,0.375,252288000,-1
8,0.75,0.25,283824000,-1
8,0.5,0.5,504576000,-1
9,0.3333333333333333,0.5555555555555556,31536000,-1
9,0.4444444444444444,0.5555555555555556,189216000,-1
5,1.0,0.0,283824000,-1
2,1.0,0.0,788400000,-1
5,0.4,0.6,599184000,-1
8,0.625,0.375,189216000,-1
4,0.5,0.5,567648000,-1
8,0.75,0.25,126144000,-1
6,0.5,0.5,409968000,-1
6,0.6666666666666666,0.3333333333333333,378432000,-1
6,0.5,0.5,504576000,-1
6,0.3333333333333333,0.6666666666666666,536112000,-1
5,0.8,0.2,725328000,-1
2,1.0,0.0,883008000,-1
4,1.0,0.0,536112000,-1
4,1.0,0.0,630720000,-1
8,0.625,0.375,504576000,-1
4,0.5,0.5,567648000,-1
5,0.4,0.4,220752000,-1
1,1.0,0.0,536112000,-1
6,0.6666666666666666,0.3333333333333333,567648000,-1
4,0.5,0.5,126144000,-1
6,0.5,0.5,315360000,-1
7,0.5714285714285714,0.42857142857142855,63072000,-1
8,0.5,0.5,315360000,-1
8,0.875,0.0,94608000,-1
5,0.4,0.6,536112000,-1
9,0.6666666666666666,0.2222222222222222,315360000,-1
5,0.6,0.4,409968000,-1
5,0.8,0.2,283824000,-1
4,0.75,0.25,662256000,-1
5,0.4,0.6,315360000,-1
2,1.0,0.0,693792000,-1
8,0.5,0.5,63072000,-1
5,0.6,0.4,409968000,-1
7,0.42857142857142855,0.5714285714285714,220752000,-1
6,0.8333333333333334,0.16666666666666666,252288000,-1
5,0.8,0.2,63072000,-1
3,0.0,0.0,725328000,-1
5,0.0,0.0,504576000,-1
3,0.0,0.0,504576000,-1
4,0.75,0.25,536112000,-1
5,0.0,0.0,536112000,-1
5,0.0,0.0,504576000,-1
5,0.4,0.6,662256000,-1
7,0.5714285714285714,0.42857142857142855,693792000,-1
4,0.5,0.5,693792000,-1
4,0.75,0.0,536112000,-1
2,1.0,0.0,819936000,-1
6,0.5,0.5,473040000,-1
6,0.5,0.5,94608000,-1
5,0.4,0.6,94608000,-1
6,0.8333333333333334,0.16666666666666666,31536000,-1
9,0.6666666666666666,0.3333333333333333,378432000,-1
7,0.5714285714285714,0.42857142857142855,378432000,-1
3,0.3333333333333333,0.3333333333333333,0,-1
6,0.3333333333333333,0.16666666666666666,473040000,-1
5,0.4,0.2,409968000,-1
5,0.2,0.2,504576000,-1
9,0.7777777777777778,0.2222222222222222,189216000,-1
10,0.6,0.4,693792000,-1
7,0.5714285714285714,0.42857142857142855,315360000,-1
7,0.5714285714285714,0.42857142857142855,283824000,-1
7,0.5714285714285714,0.42857142857142855,378432000,-1
9,0.6666666666666666,0.3333333333333333,914544000,-1
5,0.6,0.2,94608000,-1
3,0.6666666666666666,0.3333333333333333,63671184000,-1
4,0.75,0.25,63671184000,-1
5,0.4,0.2,473040000,-1
7,0.7142857142857143,0.14285714285714285,126144000,-1
4,0.5,0.5,536112000,-1
5,0.6,0.4,599184000,-1
7,0.7142857142857143,0.2857142857142857,378432000,-1
5,0.6,0.4,63671184000,-1
2,0.0,0.0,536112000,-1
7,0.5714285714285714,0.42857142857142855,189216000,-1
5,0.4,0.6,441504000,-1
4,0.5,0.0,536112000,-1
3,0.3333333333333333,0.3333333333333333,0,-1
5,0.4,0.6,599184000,-1
6,0.5,0.5,693792000,-1
9,0.3333333333333333,0.3333333333333333,409968000,-1
4,0.0,0.0,662256000,-1
3,0.6666666666666666,0.3333333333333333,946080000,-1
6,0.5,0.5,536112000,-1
6,0.5,0.5,504576000,-1
5,0.2,0.0,473040000,-1
7,0.5714285714285714,0.42857142857142855,599184000,-1
3,0.3333333333333333,0.3333333333333333,504576000,-1
4,0.5,0.5,346896000,-1
6,0.6666666666666666,0.3333333333333333,725328000,-1
5,0.4,0.6,473040000,-1
8,0.75,0.25,536112000,-1
4,1.0,0.0,567648000,-1
6,0.5,0.5,599184000,-1
5,0.4,0.6,504576000,-1
6,0.16666666666666666,0.3333333333333333,630720000,-1
5,0.4,0.6,662256000,-1
5,0.4,0.6,315360000,-1
19,0.5263157894736842,0.47368421052631576,0,1
31,0.5483870967741935,0.41935483870967744,0,1
10,0.7,0.3,0,1
31,0.5806451612903226,0.3870967741935484,0,1
30,0.5,0.4666666666666667,346896000,1
28,0.6428571428571429,0.35714285714285715,346896000,1
7,0.5714285714285714,0.42857142857142855,0,1
28,0.5714285714285714,0.39285714285714285,0,1
23,0.6086956521739131,0.34782608695652173,0,1
22,0.5454545454545454,0.45454545454545453,0,1
5,0.4,0.4,0,1
18,0.6111111111111112,0.3888888888888889,31536000,1
17,0.6470588235294118,0.35294117647058826,630720000,1
25,0.72,0.28,441504000,1
13,0.6153846153846154,0.38461538461538464,0,1
9,0.6666666666666666,0.3333333333333333,94608000,1
10,0.7,0.3,0,1
8,0.5,0.5,0,1
19,0.5789473684210527,0.42105263157894735,315360000,1
16,0.5625,0.3125,409968000,1
12,0.5833333333333334,0.3333333333333333,31536000,1
13,0.5384615384615384,0.38461538461538464,504576000,1
